Methanol_T,Methanol_P
1.46763467634676,-7.26050778566549e-258
1.46954069540695,-1.03993543773507e-256
1.47144671446714,-1.24377801632872e-255
1.47335273352734,-1.29621141572004e-254
1.47525875258753,-1.18057466653457e-253
1.47716477164772,-9.08249595957171e-253
1.47907079070791,-5.16257918300137e-252
1.4809768097681,-5.98841312673169e-252
1.48288282882829,3.97823170714317e-250
1.48478884788848,7.97269008843762e-249
1.48669486694867,1.09191764453661e-247
1.48860088600886,1.25455797592128e-246
1.49050690506905,1.27941933548807e-245
1.49241292412924,1.18029810642755e-244
1.49431894318943,9.85640733874812e-244
1.49622496224962,7.31979243658026e-243
1.49813098130981,4.57189716068758e-242
1.50003700037,1.94798400543225e-241
1.50194301943019,-2.98861340787989e-241
1.50384903849038,-2.01543383855898e-239
1.50575505755058,-3.14688318842042e-238
1.50766107661077,-3.72076217773441e-237
1.50956709567096,-3.8228285476066e-236
1.51147311473115,-3.57062721902455e-235
1.51337913379134,-3.08964144798329e-234
1.51528515285153,-2.49502561035225e-233
1.51719117191172,-1.88012113255811e-232
1.51909719097191,-1.31147051587502e-231
1.5210032100321,-8.29065885876668e-231
1.52290922909229,-4.50121461250503e-230
1.52481524815248,-1.74654130622267e-229
1.52672126721267,8.55349841553839e-230
1.52862728627286,1.16601385126064e-227
1.53053330533305,1.68279164908411e-226
1.53243932439324,1.81203226555156e-225
1.53434534345343,1.70189032853965e-224
1.53625136251363,1.46613469870254e-223
1.53815738157382,1.18468753940709e-222
1.54006340063401,9.08246183751363e-222
1.5419694196942,6.64694096675903e-221
1.54387543875439,4.65686664549863e-220
1.54578145781458,3.12446745605017e-219
1.54768747687477,2.00329580366898e-218
1.54959349593496,1.22084011360048e-217
1.55149951499515,6.99554003870298e-217
1.55340553405534,3.68753502175154e-216
1.55531155311553,1.70012972547492e-215
1.55721757217572,5.83936984901373e-215
1.55912359123591,1.33150703109976e-215
1.5610296102961,-2.35306783905994e-213
1.56293562935629,-3.07528159366602e-212
1.56484164841648,-2.93023083418759e-211
1.56674766747667,-2.43571831953928e-210
1.56865368653687,-1.86676020457705e-209
1.57055970559706,-1.35186554077115e-208
1.57246572465725,-9.37186117729892e-208
1.57437174371744,-6.26802100872746e-207
1.57627776277763,-4.06436786558854e-206
1.57818378183782,-2.56355447353083e-205
1.58008980089801,-1.57633661398933e-204
1.5819958199582,-9.46375110932393e-204
1.58390183901839,-5.55258964811021e-203
1.58580785807858,-3.18533507919522e-202
1.58771387713877,-1.78675588750752e-201
1.58961989619896,-9.79615127962014e-201
1.59152591525915,-5.2448128564363e-200
1.59343193431934,-2.73780270812858e-199
1.59533795337953,-1.38987425828707e-198
1.59724397243972,-6.83480656219947e-198
1.59914999149991,-3.23508352857624e-197
1.60105601056011,-1.45802995108207e-196
1.6029620296203,-6.13316171362687e-196
1.60486804868049,-2.30620309373589e-195
1.60677406774068,-6.84508377198472e-195
1.60868008680087,-6.6882149984227e-195
1.61058610586106,1.2231922534686e-193
1.61249212492125,1.464354071569e-192
1.61439814398144,1.18559771645485e-191
1.61630416304163,8.27406727448231e-191
1.61821018210182,5.31939773478041e-190
1.62011620116201,3.24010534129414e-189
1.6220222202222,1.89730946954504e-188
1.62392823928239,1.07727241707276e-187
1.62583425834258,5.96364204608529e-187
1.62774027740277,3.2309455451785e-186
1.62964629646296,1.71771664979389e-185
1.63155231552316,8.97948001833712e-185
1.63345833458335,4.62276312808621e-184
1.63536435364354,2.34657944833248e-183
1.63727037270373,1.17566334608073e-182
1.63917639176392,5.81836032282793e-182
1.64108241082411,2.84634258702459e-181
1.6429884298843,1.37720261016082e-180
1.64489444894449,6.59406828918314e-180
1.64680046800468,3.12570129599697e-179
1.64870648706487,1.46740971847969e-178
1.65061250612506,6.82525183638748e-178
1.65251852518525,3.14621221808737e-177
1.65442454424544,1.43775779678792e-176
1.65633056330563,6.51520101885547e-176
1.65823658236582,2.92833992261137e-175
1.66014260142601,1.30576928262005e-174
1.6620486204862,5.77771277646337e-174
1.6639546395464,2.53733390870313e-173
1.66586065860659,1.10615040405123e-172
1.66776667766678,4.78788790318357e-172
1.66967269672697,2.05798140819529e-171
1.67157871578716,8.7857233501377e-171
1.67348473484735,3.72580309880543e-170
1.67539075390754,1.56976007929955e-169
1.67729677296773,6.57172781048454e-169
1.67920279202792,2.73412267566499e-168
1.68110881108811,1.13059025801472e-167
1.6830148301483,4.64724390427302e-167
1.68492084920849,1.89906746195997e-166
1.68682686826868,7.71594793701273e-166
1.68873288732887,3.11737450285047e-165
1.69063890638906,1.25251756821309e-164
1.69254492544925,5.00513391740246e-164
1.69445094450945,1.98940842908935e-163
1.69635696356964,7.86584469002352e-163
1.69826298262983,3.09395597609562e-162
1.70016900169002,1.21077041208662e-161
1.70207502075021,4.71430067045848e-161
1.7039810398104,1.82644582381222e-160
1.70588705887059,7.04131713411198e-160
1.70779307793078,2.70134154045387e-159
1.70969909699097,1.0313398957894e-158
1.71160511605116,3.91865034467649e-158
1.71351113511135,1.48182420677365e-157
1.71541715417154,5.57690132227255e-157
1.71732317323173,2.08897663169825e-156
1.71922919229192,7.78797427753177e-156
1.72113521135211,2.88981158741507e-155
1.7230412304123,1.06726036866068e-154
1.72494724947249,3.92307761946671e-154
1.72685326853269,1.43528166531139e-153
1.72875928759288,5.22633826376442e-153
1.73066530665307,1.89410029916219e-152
1.73257132571326,6.8319881729039e-152
1.73447734477345,2.45257507649445e-151
1.73638336383364,8.7623363392973e-151
1.73828938289383,3.11551848281517e-150
1.74019540195402,1.1024099836782e-149
1.74210142101421,3.88192578232685e-149
1.7440074400744,1.36028810391436e-148
1.74591345913459,4.74331479563884e-148
1.74781947819478,1.64584049247666e-147
1.74972549725497,5.68244578163921e-147
1.75163151631516,1.95214169159356e-146
1.75353753537535,6.67271091359271e-146
1.75544355443554,2.2693132705944e-145
1.75734957349573,7.67845403620572e-145
